ResponseID,EndDate,Finished,consent,dem1,dem1_TEXT,dem2,dem2b,dem3,dem4,dem4_TEXT,dem5,dem5_TEXT,dem6,dem7,dem7a,dem7_1_59,dem7_1_60,dem7_1_61,dem7_1_62,dem7_1_63,dem7_1_64,dem7_1_65,dem7_1a_59,dem7_1a_60,dem7_1a_61,dem7_1a_62,dem7_1a_63,dem7_1a_64,dem7_1a_65,dem8,dem9,DR_title,DRtext,DR_equip_1,DR_equip_2,DR_equip_3,DR_equip_4,DR_equip_5,DR_genetic_1,DR_genetic_2,DR_genetic_3,DRtext2,DR_general_1,DR_general_2,DR_general_3,DR_general_4,DR_general_5,DR_general_6,DR_general_7,DR_general_8,DR_general_9,DR_general_10,DR_general_11,DRtext3,DR_harvest_1,DR_harvest_2,DR_harvest_3,DR_harvest_4,DR_harvest_5,DR_harvest_6,DR_person_1,DR_person_2,DR_person_3,DR_person_4,DR_person_5,IB_title,IB_text,IB_equip_1,IB_equip_2,IB_equip_3,IB_equip_4,IB_equip_5,IB_genetic_1,IB_genetic_2,IB_genetic_3,IB_text2,IB_general_1,IB_general_2,IB_general_3,IB_general_4,IB_general_5,IB_general_6,IB_general_7,IB_general_8,IB_general_9,IB_general_10,IB_general_11,IB_text3,IB_harvest_1,IB_harvest_2,IB_harvest_3,IB_harvest_4,IB_harvest_5,IB_harvest_6,IB_person_1,IB_person_2,IB_person_3,IB_person_4,IB_person_5,X,TimeTaken,test
R_e3za3SeyKrbtCbH,8/20/15 10:06,1,1,3,tech services vet,,,,,,,,,,2,,,,,,,,1,0,0,1,0,0,0,,1,1,1,3,3,4,4,4,4,4,3,1,3,4,4,3,3,4,4,4,3,4,3,1,3,4,3,2,2,2,4,3,3,4,3,1,1,1,1.059,1.964,1.016,1.479,,,1.081,1,1.194,1.189,2.293,2.993,2.519,1.948,1.98,1.005,,2.293,4,1,1.205,1.275,1.991,1.199,1.959,2.352,1,1.986,2.303,2.987,2.971,,11.31666667,0
R_1FUgVlFECMGdQjP,8/19/15 22:50,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,6.866666667,0
R_b70OK2iYIbExT5H,8/20/15 8:17,0,1,3,Veterinarian/Academia,,,,,,,,,,2,,,,,,,,1,0,0,1,0,0,0,,1,1,1,2,2,,2,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,0
R_cMhyv8wRPxV4W3z,8/20/15 9:47,0,1,3,Government,,,,,,,,,,2,,,,,,,,1,1,0,1,1,0,0,,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.616666667,0
R_3VIerhyTi3kAllH,8/27/15 15:24,1,1,1,,6,,6,2,,1,,2,1,,1,0,0,0,0,0,0,,,,,,,,1,1,1,1,3,3,3,2,4,1,1,3,1,3,3,1,1,3,4,1,2,1,3,3,1,,,,,,,3,3,3,3,4,1,1,1,1.986,1.436,1.145,1.517,4,,1.286,1,1.022,1.032,1.582,2.433,2.438,1.689,4,1.506,3.031,1.986,1.576,1,,,,,,,1,2.013,3.014,2.018,1.145,,9.983333333,0
R_cI4N4IvgfCDwvid,8/23/15 13:02,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,2.383333333,0
R_6zjKEHjzKd2VQUZ,8/27/15 8:00,0,1,3,USDA APHIS VMO,,,,,,,,,,1,,,,,,,,1,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.316666667,0
R_a9psqADwRemIcM5,9/3/15 9:33,1,1,3,academia,,,,,,,,,,2,,,,,,,,1,1,0,1,1,0,0,,1,1,1,2,1,2,1,2,2,2,1,1,2,3,2,2,3,3,4,3,3,2,2,1,1,1,1,1,1,1,2,3,3,3,3,1,1,1.043,2.492,2.928,2.487,3.074,3.359,3.009,1.986,1,1.986,1.986,1.98,3.612,3.645,3.677,,4,,3.02,3.004,1,4,,,,,,4,3.004,3.009,2.54,3.004,,9.15,0
R_5tNRsHqcnR1CvIN,9/3/15 11:45,0,1,3,Veterinarian,,,,,,,,,,2,,,,,,,,1,1,0,0,0,0,0,,1,1,1,3,3,4,4,2,2,2,2,1,3,3,2,4,4,4,4,4,4,3,4,1,2,2,2,1,1,1,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.66666667,0
R_9NC4gC1WsALuLWd,9/4/15 8:55,0,1,3,,,,,,,,,,,2,,,,,,,,1,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.416666667,0
R_0p9eN9pccEdpHaR,9/4/15 20:41,0,1,3,,,,,,,,,,,1,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
R_cU7eVso3a6t8DwF,9/17/15 9:20,1,1,3,Veterinarian,,,,,,,,,,2,,,,,,,,1,1,0,0,0,0,0,,1,1,1,4,3,4,3,3,3,3,2,1,4,4,2,3,4,4,4,4,3,4,4,1,2,2,2,2,2,2,3,4,3,3,4,1,1,1.178,1.614,2.244,1.156,1,1.986,1.991,1.56,1,1.129,1.135,1.178,2.293,3.009,4,4,1.479,2.282,1.226,1.991,1,2.433,2.443,4,2.998,3.014,3.009,1,1.506,1.162,1.776,1.916,,35.21666667,0
R_3EISBeoNeCW782h,9/17/15 9:12,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.133333333,0
R_6QG2DeMMz1U0sfP,9/23/15 9:07,0,1,3,Private Practice Veterinarian,,,,,,,,,,2,,,,,,,,1,1,0,0,0,0,0,,1,1,1,2,2,2,2,2,3,3,2,1,3,3,2,2,2,2,4,2,2,3,2,1,2,2,2,2,2,2,3,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.033333333,0
R_02sBhF5uVXts7yZ,10/9/15 10:37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0
R_qVYjWV58SCjvdBL,11/17/15 15:24,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,4,,1,,,,,,,,,,,,1,,,,,,,,,,,,,2.033333333,0
R_1fgbf3zaTX3ofIA,2/4/16 13:02,1,1,3,USDA APHIS VS,,,,,,,,,,2,,,,,,,,1,1,1,1,1,1,1,,1,1,1,2,1,4,4,3,2,3,2,1,2,3,2,3,4,4,4,4,2,2,3,1,2,3,1,1,2,1,2,2,4,4,3,1,1,1.043,,,,1.188,,1.102,,1,,,,,,,,,,,,1,,,,,,,,,,,,,9,0
R_3g5UPpVMuyRFLbp,2/12/16 16:38,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133333333,0
